similarity,combination
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'Finalizable.sol', 'TokenMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Savings.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'Finalizable.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Ledger.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'TokenMock.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'Savings.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'Sale.sol']
10,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'TokenMock.sol', 'Savings.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'TokenMock.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'TokenMock.sol', 'Sale.sol']
10,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'TokenMock.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'Savings.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'Savings.sol', 'Ledger.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'DummyToken.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'LedgerMock.sol', 'Sale.sol', 'Ledger.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'TokenMock.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Savings.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
10,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'TokenMock.sol', 'Savings.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'TokenMock.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'TokenMock.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'TokenMock.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'Savings.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'Savings.sol', 'Ledger.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Savings.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'DummyToken.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Sale.sol']
10,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Savings.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Savings.sol', 'Ledger.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'TokenMock.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'TokenMock.sol', 'Savings.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'TokenMock.sol', 'Savings.sol', 'Ledger.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'TokenMock.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'TokenMock.sol', 'DummyToken.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'TokenMock.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Savings.sol', 'DummyToken.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Savings.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'Savings.sol', 'Sale.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'SafeMath.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'Finalizable.sol', 'TokenMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Savings.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'Finalizable.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Ledger.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'TokenMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'Savings.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'Sale.sol']
10,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'TokenMock.sol', 'Savings.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'TokenMock.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'TokenMock.sol', 'Sale.sol']
10,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'TokenMock.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'Savings.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'Savings.sol', 'Ledger.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'DummyToken.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'LedgerMock.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'TokenMock.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Savings.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
10,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'Savings.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'Savings.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'Savings.sol', 'Ledger.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Savings.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'DummyToken.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Sale.sol']
10,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'Savings.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'Savings.sol', 'Ledger.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'TokenMock.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'TokenMock.sol', 'Savings.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'TokenMock.sol', 'Savings.sol', 'Ledger.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'TokenMock.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'TokenMock.sol', 'DummyToken.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'TokenMock.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Savings.sol', 'DummyToken.sol', 'Sale.sol']
9,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Savings.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'Savings.sol', 'Sale.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'DummyMock.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'TokenMock.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Savings.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'Savings.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Savings.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Savings.sol', 'Ledger.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Token.sol', 'LedgerMock.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
